PersonId,LastName,UsedFirstName,PersonRoleId,StartDate,EndDate,PartyEn,OrganizationTypeEn,OrganizationLongEn
6486,De Veber,Jeremiah Smith Boies,41039,1873-12-01,1878-09-16,Liberal Party of Canada,Constituency,St. John (City of )
249,DeBellefeuille,Claude,121295,2006-01-23,2011-05-01,Bloc Québécois,Constituency,Beauharnois--Salaberry
18459,DeCourcey,Matt,265576,2015-10-19,,Liberal Party of Canada,Constituency,Fredericton
9570,DeVillers,Paul,22202,1993-10-25,2006-01-22,Liberal Party of Canada,Constituency,Simcoe North
15350,Deachman,Grant,65825,1963-04-08,1972-10-29,Liberal Party of Canada,Constituency,Vancouver Quadra
9498,Deachman,Robert John,43396,1935-10-14,1940-03-25,Liberal Party of Canada,Constituency,Huron North
16367,Deakon,Walter Cyril,110337,1968-06-25,1972-10-29,Liberal Party of Canada,Constituency,High Park
13049,Deans,Ian,10526,1980-02-18,1986-08-31,New Democratic Party,Constituency,Hamilton Mountain
5705,Debien,Maud,1642,1993-10-25,2000-11-26,Bloc Québécois,Constituency,Laval East
7177,Deblois,Charles,91670,1988-11-21,1990-12-18,Progressive Conservative Party,Constituency,Montmorency--Orléans
7177,Deblois,Charles,88757,1990-12-19,1993-10-24,Progressive Conservative Party,Constituency,Beauport--Montmorency--Orléans
7154,Dechene,Joseph Miville,70946,1940-03-26,1958-03-30,Liberal Party of Canada,Constituency,Athabaska
17283,Dechert,Bob,132116,2008-10-14,2015-10-18,Conservative Party of Canada,Constituency,Mississauga--Erindale
8340,Decore,John,49233,1949-06-27,1957-06-09,Liberal Party of Canada,Constituency,Vegreville
6683,Del Mastro,Dean,102416,2006-01-23,2014-11-05,Independent Conservative,Constituency,Peterborough
6683,Del Mastro,Dean,102416,2006-01-23,2014-11-05,Conservative Party of Canada,Constituency,Peterborough
4059,Delisle,Arthur,93193,1891-03-05,1896-06-22,Liberal Party of Canada,Constituency,Portneuf
11724,Delisle,Michel-Siméon,16699,1900-11-07,1930-07-27,Liberal Party of Canada,Constituency,Portneuf
11724,Delisle,Michel-Siméon,16699,1900-11-07,1930-07-27,Opposition,Constituency,Portneuf
16076,Della Noce,Vincent,9037,1984-09-04,1990-12-18,Progressive Conservative Party,Constituency,Duvernay
16076,Della Noce,Vincent,51822,1990-12-19,1993-10-24,Progressive Conservative Party,Constituency,Laval East
827,Delorme,Louis,21986,1870-09-01,1878-09-16,Liberal Party of Canada,Constituency,St. Hyacinthe
15545,Delorme,Pierre,348,1871-03-03,1872-10-11,Conservative (1867-1942),Constituency,Provencher
18575,Deltell,Gérard,265948,2015-10-19,,Conservative Party of Canada,Constituency,Louis-Saint-Laurent
10115,Demers,Joseph,73898,1906-10-16,1922-07-21,Liberal Party of Canada,Constituency,St. Johns--Iberville
10115,Demers,Joseph,73898,1906-10-16,1922-07-21,Opposition,Constituency,St. Johns--Iberville
4409,Demers,Louis Julien,93053,1899-03-22,1905-04-29,Liberal Party of Canada,Constituency,Lévis
10784,Demers,Louis Philippe,26015,1900-11-07,1906-08-30,Liberal Party of Canada,Constituency,St. Johns--Iberville
14149,Demers,Léopold,24733,1948-12-20,1949-06-26,Liberal Party of Canada,Constituency,Laval--Two Mountains
14149,Demers,Léopold,46653,1949-06-27,1958-03-30,Liberal Party of Canada,Constituency,Laval
885,Demers,Nicole,112126,2004-06-28,2011-05-01,Bloc Québécois,Constituency,Laval
11283,Demers,Yves,99891,1972-10-30,1984-09-03,Liberal Party of Canada,Constituency,Duvernay
5901,Deniger,Pierre,12916,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Laprairie
6281,Denis,Azellus,19598,1935-10-14,1949-06-26,Liberal Party of Canada,Constituency,St. Denis
6281,Denis,Azellus,10635,1949-06-27,1953-08-09,Liberal Party of Canada,Constituency,St-Denis
6281,Denis,Azellus,4488,1953-08-10,1964-02-02,Liberal Party of Canada,Constituency,Saint-Denis
16483,Denis,Jean-Joseph,13644,1917-12-17,1928-04-23,Liberal Party of Canada,Constituency,Joliette
16483,Denis,Jean-Joseph,13644,1917-12-17,1928-04-23,Opposition,Constituency,Joliette
4759,Denis,Joseph-Arthur,286,1921-12-06,1934-10-01,Liberal Party of Canada,Constituency,St. Denis
13435,Deniset,Louis,36446,1957-06-10,1958-03-30,Liberal Party of Canada,Constituency,St. Boniface
5466,Denison,Frederick Charles,61368,1887-02-22,1896-04-15,Conservative (1867-1942),Constituency,Toronto West
9802,Derbyshire,Daniel,91311,1904-11-03,1907-08-30,Liberal Party of Canada,Constituency,Brockville
16881,Desaulniers,Alexis Lesieur,67684,1884-12-22,1887-02-21,Conservative (1867-1942),Constituency,Maskinongé
16590,Desaulniers,Arthur Lesieur,58477,1917-12-17,1930-07-27,Liberal Party of Canada,Constituency,Champlain
16590,Desaulniers,Arthur Lesieur,58477,1917-12-17,1930-07-27,Opposition,Constituency,Champlain
4936,Desaulniers,François Sévère Lesieur,6692,1887-02-22,1896-06-22,Conservative (1867-1942),Constituency,Saint Maurice
10862,Desaulniers,Louis-Léon Lesieur,81250,1867-09-20,1868-09-29,Conservative (1867-1942),Constituency,Saint Maurice
10862,Desaulniers,Louis-Léon Lesieur,87463,1878-09-17,1887-02-21,Conservative (1867-1942),Constituency,Saint Maurice
10850,Descarries,Joseph-Adélard,115232,1915-02-01,1917-12-16,Conservative (1867-1942),Constituency,Jacques Cartier
10430,Deschambault,Marcel,85662,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Terrebonne
14940,Deschamps,Johanne,111652,2004-06-28,2011-05-01,Bloc Québécois,Constituency,Laurentides--Labelle
7116,Deschatelets,Jean-Paul,22366,1953-08-10,1965-11-07,Liberal Party of Canada,Constituency,Maisonneuve--Rosemont
4951,Descoteaux,Joseph-Félix,73954,1923-05-14,1930-07-27,Liberal Party of Canada,Constituency,Nicolet
14200,Deshaies,Bernard,6085,1993-10-25,1997-06-01,Bloc Québécois,Constituency,Abitibi
239,Desjardins,Alphonse,83357,1874-01-22,1892-09-30,Conservative (1867-1942),Constituency,Hochelaga
239,Desjardins,Alphonse,83357,1874-01-22,1892-09-30,Independent Conservative,Constituency,Hochelaga
8491,Desjardins,Gabriel,105766,1984-09-04,1993-10-24,Progressive Conservative Party,Constituency,Témiscamingue
3084,Desjardins,Louis-Georges,25846,1890-07-25,1891-03-04,Conservative (1867-1942),Constituency,Montmorency
3084,Desjardins,Louis-Georges,116592,1891-03-05,1892-10-11,Conservative (1867-1942),Constituency,L'Islet
12170,Desjardins,Samuel,85254,1903-02-24,1908-10-26,Liberal Party of Canada,Constituency,Terrebonne
13773,Desjarlais,Bev,52609,1997-06-02,2006-01-22,Independent,Constituency,Churchill
13773,Desjarlais,Bev,52609,1997-06-02,2006-01-22,New Democratic Party,Constituency,Churchill
13299,Deslauriers,Hermas,88136,1917-12-17,1941-05-28,Liberal Party of Canada,Constituency,St. Mary
13299,Deslauriers,Hermas,88136,1917-12-17,1941-05-28,Opposition,Constituency,St. Mary
6136,Deslières,Joseph-Léon,86867,1952-05-26,1958-03-30,Liberal Party of Canada,Constituency,Brome--Missisquoi
10233,Desmarais,Louis R.,102212,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Dollard
6078,Desmarais,Odilon,98737,1896-06-23,1901-06-24,Liberal Party of Canada,Constituency,St. James
9640,Desmond,Clayton Earl,35715,1940-03-26,1949-06-26,National Government,Constituency,Kent
9640,Desmond,Clayton Earl,35715,1940-03-26,1949-06-26,Progressive Conservative Party,Constituency,Kent
17303,Desnoyers,Luc,132177,2008-10-14,2011-05-01,Bloc Québécois,Constituency,Rivière-des-Mille-Îles
7366,Desrochers,Eugène,93710,1921-12-06,1925-10-28,Liberal Party of Canada,Constituency,Maskinongé
5383,Desrochers,Jules,105281,1930-07-28,1935-10-13,Liberal Party of Canada,Constituency,Portneuf
13357,Desrochers,Odina,12517,1997-06-02,2000-06-28,Bloc Québécois,Constituency,Lotbinière
13357,Desrochers,Odina,112442,2000-06-29,2004-06-27,Bloc Québécois,Constituency,Lotbinière--L'Érable
13357,Desrochers,Odina,64179,2004-06-28,2006-01-22,Bloc Québécois,Constituency,Lotbinière--Chutes-de-la-Chaudière
4691,Desrosiers,Édouard,104352,1984-09-04,1988-11-20,Progressive Conservative Party,Constituency,Hochelaga--Maisonneuve
1719,Dessaint,Alexis,21429,1887-02-22,1890-12-18,Liberal Party of Canada,Constituency,Kamouraska
11615,Devlin,Bernard,17206,1875-01-12,1875-08-26,Liberal Party of Canada,Constituency,Montreal Centre
11615,Devlin,Bernard,22759,1875-11-26,1878-09-16,Liberal Party of Canada,Constituency,Montreal Centre
13958,Devlin,Charles Ramsay,28785,1891-03-05,1896-06-22,Liberal Party of Canada,Constituency,Ottawa (County of)
13958,Devlin,Charles Ramsay,78385,1896-06-23,1897-03-14,Liberal Party of Canada,Constituency,Wright
13958,Devlin,Charles Ramsay,98047,1906-12-29,1907-10-29,Liberal Party of Canada,Constituency,Nicolet
10241,Devlin,Emmanuel Berchmans,64684,1905-02-13,1921-08-30,Liberal Party of Canada,Constituency,Wright
10241,Devlin,Emmanuel Berchmans,64684,1905-02-13,1921-08-30,Opposition,Constituency,Wright
6650,Devolin,Barry,73166,2004-06-28,2015-10-18,Conservative Party of Canada,Constituency,Haliburton--Kawartha Lakes--Brock
9645,Dewar,Austin Edwin,8491,1949-06-27,1953-08-09,Liberal Party of Canada,Constituency,Qu'Appelle
11493,Dewar,Marion,11398,1987-07-20,1988-11-20,New Democratic Party,Constituency,Hamilton Mountain
7851,Dewar,Paul,59234,2006-01-23,2015-10-18,New Democratic Party,Constituency,Ottawa Centre
8373,Dewdney,Edgar,91588,1872-10-12,1879-06-09,Conservative (1867-1942),Constituency,Yale
8373,Dewdney,Edgar,24402,1888-09-12,1892-10-26,Conservative (1867-1942),Constituency,Assiniboia East
16004,Dhaliwal,Harbance Singh (Herb),41258,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Vancouver South
16004,Dhaliwal,Harbance Singh (Herb),121650,1997-06-02,2004-06-27,Liberal Party of Canada,Constituency,Vancouver South--Burnaby
13424,Dhaliwal,Sukh,84096,2006-01-23,2011-05-01,Liberal Party of Canada,Constituency,Newton--North Delta
13424,Dhaliwal,Sukh,265539,2015-10-19,,Liberal Party of Canada,Constituency,Surrey--Newton
9563,Dhalla,Ruby,12314,2004-06-28,2011-05-01,Liberal Party of Canada,Constituency,Brampton--Springdale
18562,Dhillon,Anju,265907,2015-10-19,,Liberal Party of Canada,Constituency,Dorval--Lachine--LaSalle
18594,Di Iorio,Nicola,266007,2015-10-19,2019-01-29,Liberal Party of Canada,Constituency,Saint-Léonard--Saint-Michel
3439,Dick,Paul Wyatt,52265,1972-10-30,1988-11-20,Progressive Conservative Party,Constituency,Lanark--Renfrew--Carleton
3439,Dick,Paul Wyatt,71682,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Lanark--Carleton
16593,Dickey,Arthur Rupert,20975,1888-07-13,1888-11-29,Conservative (1867-1942),Constituency,Cumberland
16593,Dickey,Arthur Rupert,82810,1888-12-26,1891-12-22,Conservative (1867-1942),Constituency,Cumberland
16593,Dickey,Arthur Rupert,73965,1892-01-30,1894-12-20,Conservative (1867-1942),Constituency,Cumberland
16593,Dickey,Arthur Rupert,102763,1895-01-15,1896-06-22,Conservative (1867-1942),Constituency,Cumberland
6168,Dickey,John Horace,110989,1947-07-14,1957-06-09,Liberal Party of Canada,Constituency,Halifax
182,Dickie,Charles Herbert,75462,1921-12-06,1935-10-13,Conservative (1867-1942),Constituency,Nanaimo
3543,Dickinson,George Lemuel,54570,1888-02-01,1891-03-04,Conservative (1867-1942),Constituency,Carleton
3968,Dickinson,Moss Kent,78026,1882-06-20,1887-02-21,Conservative (1867-1942),Constituency,Russell
2369,Diefenbaker,John George,118917,1940-03-26,1953-08-09,Conservative (1867-1942),Constituency,Lake Centre
2369,Diefenbaker,John George,118917,1940-03-26,1953-08-09,Progressive Conservative Party,Constituency,Lake Centre
2369,Diefenbaker,John George,60614,1953-08-10,1979-08-16,Progressive Conservative Party,Constituency,Prince Albert
15445,Dimock,Wilbert David,49003,1896-06-23,1897-01-19,Conservative (1867-1942),Constituency,Colchester
12946,Dingwall,David Charles,4340,1980-02-18,1997-06-01,Liberal Party of Canada,Constituency,Cape Breton--East Richmond
16868,Dinsdale,Walter Gilbert,48094,1951-06-25,1953-08-09,Progressive Conservative Party,Constituency,Brandon
16868,Dinsdale,Walter Gilbert,61946,1953-08-10,1982-11-20,Progressive Conservative Party,Constituency,Brandon--Souris
10934,Dion,Joseph-Alfred,94401,1945-06-11,1949-06-26,Independent Liberal,Constituency,Lake St-John--Roberval
10934,Dion,Joseph-Alfred,6033,1949-06-27,1952-04-07,Liberal Party of Canada,Constituency,Roberval
13276,Dion,Rolland,72885,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Portneuf
10569,Dion,Stéphane,57291,1996-03-25,2015-10-18,Liberal Party of Canada,Constituency,Saint-Laurent--Cartierville
10569,Dion,Stéphane,266065,2015-10-19,2017-02-06,Liberal Party of Canada,Constituency,Saint-Laurent
16201,Dionne,Charles-Eugène,42792,1962-06-18,1979-05-21,Social Credit Party of Canada,Constituency,Kamouraska
16201,Dionne,Charles-Eugène,42792,1962-06-18,1979-05-21,Ralliement des créditistes,Constituency,Kamouraska
14138,Dionne,Georges-Léonidas,93439,1925-10-29,1930-07-27,Liberal Party of Canada,Constituency,Matane
8105,Dionne,Ludger,22655,1945-06-11,1949-06-26,Liberal Party of Canada,Constituency,Beauce
10649,Dionne,Marcel,105981,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Chicoutimi
4327,Dionne,Maurice Adrian,99833,1974-07-08,1984-09-03,Liberal Party of Canada,Constituency,Northumberland--Miramichi
4327,Dionne,Maurice Adrian,121785,1988-11-21,1993-10-24,Liberal Party of Canada,Constituency,Miramichi
17936,Dionne Labelle,Pierre,162784,2011-05-02,2015-10-18,New Democratic Party,Constituency,Rivière-du-Nord
18420,Diotte,Kerry,265451,2015-10-19,,Conservative Party of Canada,Constituency,Edmonton Griesbach
9443,Discepola,Nunzio (Nick),60604,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Vaudreuil
9443,Discepola,Nunzio (Nick),30916,1997-06-02,2004-06-27,Liberal Party of Canada,Constituency,Vaudreuil--Soulanges
9996,Dobbie,Dorothy I.,70548,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Winnipeg South
2686,Dobbie,Thomas William,74420,1867-09-20,1872-10-11,Conservative (1867-1942),Constituency,Elgin East
1431,Dobell,Richard Reid,10052,1896-06-23,1902-01-11,Liberal Party of Canada,Constituency,Quebec West
3930,Dockrill,Michelle,23090,1997-06-02,1998-06-17,New Democratic Party,Constituency,Bras d'Or
3930,Dockrill,Michelle,43854,1998-06-18,2000-11-26,New Democratic Party,Constituency,Bras d'Or--Cape Breton
1851,Dodd,Murray,65539,1882-06-20,1887-02-21,Conservative (1867-1942),Constituency,Cape Breton
6518,Dodge,Anson Greene Phelps,77378,1872-10-12,1874-01-21,Conservative (1867-1942),Constituency,York North
5423,Doherty,Charles Joseph,50975,1908-10-26,1917-12-16,Conservative (1867-1942),Constituency,St. Anne
5423,Doherty,Charles Joseph,75150,1917-12-17,1921-12-05,Unionist,Constituency,St. Ann
18431,Doherty,Todd,265484,2015-10-19,,Conservative Party of Canada,Constituency,Cariboo--Prince George
9911,Domm,William Henry (Bill),5745,1979-05-22,1993-10-24,Progressive Conservative Party,Constituency,Peterborough
8539,Domville,James,68454,1872-10-12,1882-06-19,Conservative (1867-1942),Constituency,King's
8539,Domville,James,73681,1896-06-23,1900-11-06,Liberal Party of Canada,Constituency,King's
109,Donaghy,Dugald,10813,1925-10-29,1926-09-13,Liberal Party of Canada,Constituency,Vancouver North
17092,Donahue,William,86450,1874-01-22,1878-09-16,Liberal Party of Canada,Constituency,Missisquoi
9483,Donaldson,Samuel James,73045,1915-02-01,1917-12-16,Conservative (1867-1942),Constituency,Prince Albert
17760,Donnelly,Fin,139860,2009-11-09,2015-10-18,New Democratic Party,Constituency,New Westminster--Coquitlam
17760,Donnelly,Fin,266085,2015-10-19,,New Democratic Party,Constituency,Port Moody--Coquitlam
15140,Donnelly,James J.,81326,1904-02-16,1904-11-02,Conservative (1867-1942),Constituency,Bruce East
15140,Donnelly,James J.,45047,1908-10-26,1913-05-25,Conservative (1867-1942),Constituency,Bruce South
7463,Donnelly,Thomas F.,67169,1925-10-29,1935-10-13,Liberal Party of Canada,Constituency,Willow Bunch
7463,Donnelly,Thomas F.,95340,1935-10-14,1945-06-10,Liberal Party of Canada,Constituency,Wood Mountain
5619,Dorin,Murray,13254,1984-09-04,1988-11-20,Progressive Conservative Party,Constituency,Edmonton West
5619,Dorin,Murray,73258,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Edmonton Northwest
14634,Dorion,Antoine-Aimé,117374,1867-09-20,1872-10-11,Liberal Party of Canada,Constituency,Hochelaga
14634,Dorion,Antoine-Aimé,57484,1872-10-12,1874-05-31,Liberal Party of Canada,Constituency,Napierville
14343,Dorion,Charles Napoléon,46898,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Québec--Montmorency
945,Dorion,Frédéric,48178,1942-11-30,1949-06-26,Independent,Constituency,Charlevoix--Saguenay
17298,Dorion,Jean,132162,2008-10-14,2011-05-01,Bloc Québécois,Constituency,Longueuil--Pierre-Boucher
4432,Dorion,Noël,708,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Bellechasse
5459,Dorion,Pierre Nérée,34449,1872-10-12,1874-01-21,Liberal Party of Canada,Constituency,Drummond--Arthabaska
8916,Dormer,George,106531,1872-10-12,1874-01-21,Conservative (1867-1942),Constituency,Victoria South
17895,Doré Lefebvre,Rosane,162658,2011-05-02,2015-10-18,New Democratic Party,Constituency,Alfred-Pellan
11237,Dosanjh,Ujjal,49562,2004-06-28,2011-05-01,Liberal Party of Canada,Constituency,Vancouver South
11743,Doucet,Alexandre Joseph,104022,1923-12-20,1926-09-13,Conservative (1867-1942),Constituency,Kent
10705,Doucett,George Henry,49950,1957-08-26,1965-11-07,Progressive Conservative Party,Constituency,Lanark
4437,Douglas,Albert B.,77093,1968-06-25,1971-03-06,Liberal Party of Canada,Constituency,Assiniboia
4265,Douglas,Crawford,41488,1974-07-08,1979-05-21,Liberal Party of Canada,Constituency,Bruce
15295,Douglas,James Lester,38730,1940-03-26,1950-09-30,Liberal Party of Canada,Constituency,Queen's
11111,Douglas,James McCrie,70997,1909-10-20,1921-12-05,Liberal Party of Canada,Constituency,Strathcona
11111,Douglas,James McCrie,70997,1909-10-20,1921-12-05,Unionist,Constituency,Strathcona
780,Douglas,James Moffat,43875,1896-06-23,1904-11-02,Liberal Party of Canada,Constituency,Assiniboia East
11428,Douglas,John Carey,9648,1917-12-17,1921-12-05,Unionist,Constituency,Cape Breton South and Richmond
11428,Douglas,John Carey,6238,1926-09-14,1926-12-10,Conservative (1867-1942),Constituency,Antigonish--Guysborough
2135,Douglas,Thomas Clement (Tommy),83376,1935-10-14,1944-05-31,Co-operative Commonwealth Federation,Constituency,Weyburn
2135,Douglas,Thomas Clement (Tommy),974,1962-10-22,1968-06-24,New Democratic Party,Constituency,Burnaby--Coquitlam
2135,Douglas,Thomas Clement (Tommy),117581,1969-02-10,1979-05-21,New Democratic Party,Constituency,Nanaimo--Cowichan--The Islands
1249,Doull,Robert,95851,1872-10-12,1874-01-21,Liberal-Conservative,Constituency,Pictou
1249,Doull,Robert,107212,1878-09-17,1882-06-19,Liberal-Conservative,Constituency,Pictou
12667,Downey,Cliff,14967,1968-06-25,1972-10-29,Progressive Conservative Party,Constituency,Battle River
3440,Doyle,Norman E.,95494,1997-06-02,2004-06-27,Progressive Conservative Party,Constituency,St. John's East
3440,Doyle,Norman E.,95494,1997-06-02,2004-06-27,Conservative Party of Canada,Constituency,St. John's East
3440,Doyle,Norman E.,66672,2004-06-28,2004-08-31,Conservative Party of Canada,Constituency,St. John's North
3440,Doyle,Norman E.,75448,2004-09-01,2008-10-13,Conservative Party of Canada,Constituency,St. John's East
14676,Doyon,Cyrille,21285,1887-02-22,1891-03-04,Independent Liberal,Constituency,Laprairie
91,Drayton,Henry Lumley,85401,1919-10-20,1921-12-05,Unionist,Constituency,Kingston
91,Drayton,Henry Lumley,104694,1921-12-06,1928-04-23,Conservative (1867-1942),Constituency,York West
17251,Dreeshen,Earl,132017,2008-10-14,2015-10-18,Conservative Party of Canada,Constituency,Red Deer
17251,Dreeshen,Earl,266078,2015-10-19,,Conservative Party of Canada,Constituency,Red Deer--Mountain View
11602,Drew,George Alexander,67575,1867-09-20,1872-10-11,Liberal-Conservative,Constituency,Wellington North
11602,Drew,George Alexander,7210,1878-09-17,1882-06-19,Liberal-Conservative,Constituency,Wellington North
11686,Drew,George Alexander,41014,1948-12-20,1957-01-08,Progressive Conservative Party,Constituency,Carleton
4433,Dromisky,Stanley Peter (Stan),5699,1993-10-25,2004-06-27,Liberal Party of Canada,Constituency,Thunder Bay--Atikokan
7481,Drope,Robert Earle,108502,1945-06-11,1949-06-26,Progressive Conservative Party,Constituency,Northumberland
1918,Drouin,Claude,115122,1997-06-02,2006-01-22,Liberal Party of Canada,Constituency,Beauce
18497,Drouin,Francis,265700,2015-10-19,,Liberal Party of Canada,Constituency,Glengarry--Prescott--Russell
13488,Drouin,Noël,118998,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Dorchester
2839,Drouin,Vincent,64263,1962-06-18,1965-11-07,Liberal Party of Canada,Constituency,Argenteuil--Deux-Montagnes
9108,Drummond,John Douglas Fraser,59241,1921-12-06,1925-05-24,Progressive,Constituency,Middlesex West
8581,Drury,Charles Mills (Bud),36458,1962-06-18,1968-06-24,Liberal Party of Canada,Constituency,Saint-Antoine--Westmount
8581,Drury,Charles Mills (Bud),68227,1968-06-25,1978-01-26,Liberal Party of Canada,Constituency,Westmount
16970,Dryden,Ken,74705,2004-06-28,2011-05-01,Liberal Party of Canada,Constituency,York Centre
5268,Drysdale,John Andrew W.,8465,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Burnaby--Richmond
12011,Du Tremblay,Pamphile Réal Blaise Nugent,78644,1917-12-17,1921-12-05,Opposition,Constituency,Laurier--Outremont
1584,Dubeau,Joseph Adélard,28050,1904-11-03,1911-09-20,Liberal Party of Canada,Constituency,Joliette
8704,Dubois,Jean-Guy,11008,1980-02-18,1984-09-03,Liberal Party of Canada,Constituency,Lotbinière
16402,Dubois,Lucien,43523,1930-07-28,1935-10-13,Liberal Party of Canada,Constituency,Nicolet
16402,Dubois,Lucien,38504,1935-10-14,1948-11-08,Independent Liberal,Constituency,Nicolet--Yamaska
16402,Dubois,Lucien,38504,1935-10-14,1948-11-08,Liberal Party of Canada,Constituency,Nicolet--Yamaska
1225,Dubois,V. Florent,57656,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Richmond--Wolfe
18211,Dubourg,Emmanuel,215679,2013-11-25,,Liberal Party of Canada,Constituency,Bourassa
13578,Dubuc,Joseph,115551,1878-09-17,1879-11-12,Conservative (1867-1942),Constituency,Provencher
14295,Dubuc,Julien-Édouard-Alfred,114936,1925-10-29,1945-06-10,Independent Liberal,Constituency,Chicoutimi
14295,Dubuc,Julien-Édouard-Alfred,114936,1925-10-29,1945-06-10,Liberal Party of Canada,Constituency,Chicoutimi
8572,Dubé,Antoine,50629,1993-10-25,1998-06-17,Bloc Québécois,Constituency,Lévis
8572,Dubé,Antoine,121310,1998-06-18,2003-03-17,Bloc Québécois,Constituency,Lévis-et-Chutes-de-la-Chaudière
12699,Dubé,Jean F.,11100,1997-06-02,2000-11-26,Progressive Conservative Party,Constituency,Madawaska--Restigouche
3438,Dubé,Jean-Eudes,111312,1962-06-18,1968-06-24,Liberal Party of Canada,Constituency,Restigouche--Madawaska
3438,Dubé,Jean-Eudes,255040,1968-06-25,1975-04-08,Liberal Party of Canada,Constituency,Restigouche
17902,Dubé,Matthew,162679,2011-05-02,2015-10-18,New Democratic Party,Constituency,Chambly--Borduas
17902,Dubé,Matthew,268123,2015-10-19,,New Democratic Party,Constituency,Beloeil--Chambly
875,Dubé,Paul-Léon,2571,1949-10-24,1953-08-09,Independent Liberal,Constituency,Restigouche--Madawaska
14453,Duceppe,Gilles,31936,1990-08-13,2004-06-27,Independent,Constituency,Laurier--Sainte-Marie
14453,Duceppe,Gilles,31936,1990-08-13,2004-06-27,Bloc Québécois,Constituency,Laurier--Sainte-Marie
14453,Duceppe,Gilles,55134,2004-06-28,2004-08-31,Bloc Québécois,Constituency,Laurier
14453,Duceppe,Gilles,7160,2004-09-01,2011-05-01,Bloc Québécois,Constituency,Laurier--Sainte-Marie
844,Duchesnay,Henri Jules Juchereau,109915,1887-02-22,1887-07-06,Nationalist Conservative,Constituency,Dorchester
18587,Duclos,Jean-Yves,265986,2015-10-19,,Liberal Party of Canada,Constituency,Québec
11608,Duclos,Louis,35446,1974-07-08,1984-09-03,Liberal Party of Canada,Constituency,Montmorency
11539,Duff,William,119816,1917-12-17,1925-10-28,Liberal Party of Canada,Constituency,Lunenburg
11539,Duff,William,119816,1917-12-17,1925-10-28,Opposition,Constituency,Lunenburg
11539,Duff,William,37216,1925-10-29,1926-09-13,Liberal Party of Canada,Constituency,Queens--Lunenburg
11539,Duff,William,75079,1927-01-18,1936-02-27,Liberal Party of Canada,Constituency,Antigonish--Guysborough
9889,Duffus,Joseph James,118404,1935-10-14,1940-02-14,Liberal Party of Canada,Constituency,Peterborough West
17301,Dufour,Nicolas,132171,2008-10-14,2011-05-01,Bloc Québécois,Constituency,Repentigny
2171,Dufresne,J.-Wilfrid,17921,1953-08-10,1957-06-09,Progressive Conservative Party,Constituency,Quebec West
5392,Dufresne,Joseph,80361,1867-09-20,1871-07-13,Conservative (1867-1942),Constituency,Montcalm
11050,Dugas,Firmin,59559,1871-09-15,1887-02-21,Conservative (1867-1942),Constituency,Montcalm
9045,Dugas,François Octave,110439,1900-11-07,1909-09-05,Liberal Party of Canada,Constituency,Montcalm
7824,Dugas,Joseph Louis Euclide,68986,1891-03-05,1892-01-28,Conservative (1867-1942),Constituency,Montcalm
7824,Dugas,Joseph Louis Euclide,117829,1892-03-05,1900-11-06,Conservative (1867-1942),Constituency,Montcalm
3386,Duguay,Joseph,16074,1872-10-12,1874-01-21,Conservative (1867-1942),Constituency,Yamaska
8955,Duguay,Joseph Léonard,59550,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Lake St. John
4785,Duguay,Léo,53098,1984-09-04,1988-11-20,Progressive Conservative Party,Constituency,St. Boniface
18456,Duguid,Terry,265567,2015-10-19,,Liberal Party of Canada,Constituency,Winnipeg South
13020,Duhamel,Ron J.,27328,1988-11-21,1997-06-01,Liberal Party of Canada,Constituency,St. Boniface
13020,Duhamel,Ron J.,120491,1997-06-02,2002-01-14,Liberal Party of Canada,Constituency,Saint Boniface
5121,Dumaine,Cyrille,82394,1930-01-27,1935-10-13,Liberal Party of Canada,Constituency,Bagot
16330,Dumas,Armand,11656,1949-06-27,1962-06-17,Liberal Party of Canada,Constituency,Villeneuve
16231,Dumas,Maurice,41784,1993-10-25,1999-03-10,Bloc Québécois,Constituency,Argenteuil--Papineau
16231,Dumas,Maurice,65013,1999-03-11,2000-11-26,Bloc Québécois,Constituency,Argenteuil--Papineau--Mirabel
17077,Dumont,Bernard,666,1962-06-18,1963-04-07,Social Credit Party of Canada,Constituency,Bellechasse
17077,Dumont,Bernard,17314,1968-06-25,1970-04-06,Ralliement des créditistes,Constituency,Frontenac
4680,Dumont,Joseph,13069,1878-09-17,1882-06-19,Liberal Party of Canada,Constituency,Kamouraska
